1682611622,NA
1682627701,NA
1682664182,NA
1682708221,NA
1682744041,NA
1682834641,NA
1682861401,NA
1682886661,NA
1682940901,NA
1683024781,NA
1683179101,NA
1683314522,72.60 F
1683329042,NA
1683399601,NA
1683427561,NA
1683432661,NA
1683437041,NA
1683490381,NA
1683638101,56.48 F
1683698402,NA
1683723301,NA
1683899941,NA
1683992341,NA
1684030201,NA
1684047061,NA
1684147141,NA
1684179241,NA
1684250101,NA
1684286821,NA
1684294081,NA
1684315681,NA
1684358402,NA
1684562821,NA
1684641782,NA
1684729861,NA
1684740182,NA
1684817042,NA
1684851121,NA
1684919462,NA
1684929241,NA
1685002621,NA
1685067481,NA
1685073241,NA
1685096281,NA
1685105521,NA
1685240521,NA
1685258341,NA
1685269321,NA
1685298841,NA
1685327401,NA
1685385961,NA
1685450282,NA
1685486461,NA
1685578981,NA
1685582582,NA
1685586182,NA
1685589841,NA
1685593441,NA
1685597041,NA
1685600642,NA
1685604242,NA
1685607901,NA
1685611502,NA
1685615161,NA
1685618761,NA
1685622361,NA
1685625961,NA
1685629561,NA
1685633161,NA
1685636761,NA
1685640361,NA
1685643961,NA
1685647561,NA
1685651161,NA
1685654761,NA
1685658361,NA
1685661961,NA
1685665561,67.42 F
1685669161,70.46 F
1685672761,72.50 F
1685717581,NA
1685779382,NA
1685907841,NA
1685912641,NA
1685969642,NA
1686149761,NA
1686226621,NA
1686256921,NA
1686304261,NA
1686316922,NA
1686333001,NA
1686336601,NA
1686340201,NA
1686344522,NA
1686405721,NA
1686474121,NA
1686666121,NA
1686669961,NA
1686790681,NA
1686930422,NA
1686944641,NA
1686963781,NA
1687009501,NA
1687075081,NA
1687271701,NA
1687296421,NA
1687309313,NA
1687338661,NA
1687361221,NA
1687364821,NA
1687368421,NA
1687372021,NA
1687375621,NA
1687379221,NA
1687382821,NA
1687386421,NA
1687390021,NA
1687393621,NA
1687693561,NA
1687789921,NA
1687798861,NA
1687841401,NA
1687854061,NA
1687884241,NA
1687988882,NA
1688069341,NA
1688119921,NA
1688150821,NA
1688154421,NA
1688158021,NA
1688161621,NA
1688165221,NA
1688168821,NA
1688172421,NA
1688176021,NA
1688179621,NA
1688183221,NA
1688186821,NA
1688190421,NA
1688194021,NA
1688197621,NA
1688201221,NA
1688204821,NA
1688208421,NA
1688212021,NA
1688215621,NA
1688219221,NA
1688222821,NA
1688226421,NA
1688260442,NA
1688265841,NA
1688269442,NA
1688273101,NA
1688276701,NA
1688280301,NA
1688283901,NA
1688287502,NA
1688291161,NA
1688294761,NA
1688298361,NA
1688301961,NA
1688305561,NA
1688309161,NA
1688338261,NA
1688368381,NA
1688376901,NA
1688484841,80.02 F
1688495401,80.02 F
1688499001,NA
1688516941,80.02 F
1688558041,80.02 F
1688569861,80.02 F
1688577901,80.02 F
1688587981,80.02 F
1688598062,80.02 F
1688607542,80.02 F
1688617141,80.02 F
1688627281,80.02 F
1688636581,80.02 F
1688646421,80.15 F
1688657521,80.02 F
1688666281,80.02 F
1688676842,80.02 F
1688685721,80.02 F
1688694661,80.02 F
1688702881,80.02 F
1688712061,80.02 F
1688720641,80.02 F
1688729401,80.02 F
